"YEAR","MO","DD","HH","MI","SS","LATITUDE","LONG.","DEPTH","ERR","MAG","MT","Q","Io","Area","M_TYPE","MW_SCOR","MW_BRProxy","s_MW_BRProxy","ST","Locality","(Reference) Comments"
2009,3,5,1,10,46,-24.28,-44.59,0,30,2.2,1,"I","-",,"MR",2.9,1.7,0.3,"SP","PLAT. CONT","(ESAR)"
2009,3,9,14,26,20,-20.56,-44.87,0,50,2.8,5,"I","-",,"Ind",3.4,2.8,0.6,"MG","CARMO DA MATA","(UnB)"
2009,3,9,16,46,49,-24,-45.86,0,40,2.4,1,"I","-",,"MR",3.1,1.9,0.3,"SP","PLAT. CONT","(ESAR)"
2009,3,11,17,59,27,-24.47,-45.92,0,40,2.4,1,"I","-",,"MR",3.1,1.9,0.3,"SP","PLAT. CONT","(ESAR)"
2009,3,18,16,50,8,-3.63,-40.51,5,5,2.5,1,"I","-",,"MR",3.2,2.0,0.3,"CE","S.da Meruoca","(UFRN;UnB)"
2009,3,20,,,,-3.63,-40.51,5,5,2.2,1,"I","-",,"MR",2.9,1.7,0.3,"CE","S.da Meruoca","(UFRN) a conferir"
2009,3,22,23,55,,-3.63,-40.51,5,5,2.5,1,"I","-",,"MR",3.2,2.0,0.3,"CE","S.da Meruoca","(UFRN)"
2009,3,29,20,0,0,-19.8,-44,0,50,2.8,5,"I","-",,"Ind",3.4,2.8,0.6,"MG","SAO JOSE DA LAPA","(UnB)"
2009,3,31,15,43,6,-24.67,-44.96,0,40,2.2,1,"I","-",,"MR",2.9,1.7,0.3,"SP","PLAT. CONT","(ESAR)"
2009,4,3,3,39,51,-11.65,-48.61,5,30,3.2,1,"I","-",,"MR",3.8,2.8,0.3,"TO","Peixe","(UnB)"
2009,4,17,8,55,33,-3.62,-40.53,5,10,2.6,1,"I","-",,"MR",3.2,2.2,0.3,"CE","Alcantaras","(UnB)"
2009,4,30,20,21,52,-23.29,-46.28,0,40,2.4,1,"I","-",,"MR",3.1,1.9,0.3,"SP","STA ISABEL","(ESAR)"
2009,5,27,19,19,51,-3.62,-40.53,5,10,2.2,1,"I","-",,"MR",2.9,1.7,0.3,"CE","Alcantaras","(UnB)"
2009,5,27,23,30,34,-3.62,-40.53,5,10,2.3,1,"I","-",,"MR",3.0,1.8,0.3,"CE","Alcantaras","(UnB)"
2009,6,8,17,16,4,-24.74,-48.12,0,50,2.9,5,"I","-",,"Ind",3.5,2.9,0.6,"SP","CAJATI","(IAG)"
2009,6,11,6,47,42,-4.19,-38.7,5,10,2.6,1,"I","-",,"MR",3.2,2.2,0.3,"CE","Acarape","(UnB;UFRN) UFRN m=1.9"
2009,6,15,22,15,45,-18.49,-55.8,6,10,4.8,0,"I","5",270,"mb",5.1,4.7,0.3,"MS","Coxim","(USGS;IAG)"
2009,6,20,14,53,7,-24.72,-45.57,0,40,2.2,1,"I","-",,"MR",2.9,1.7,0.3,"SP","PLAT. CONT","(ESAR)"
2009,6,30,6,39,56,-11.62,-56.7,5,10,3,1,"I","-",,"MR",3.6,2.6,0.3,"MT","Tabapora","(UnB)"
2009,7,1,14,59,52,-24.78,-45.32,0,40,2.2,1,"I","-",,"MR",2.9,1.7,0.3,"SP","PLAT. CONT","(ESAR)"
2009,7,8,16,57,43,-3.63,-40.51,5,5,2.4,1,"I","-",,"MR",3.1,1.9,0.3,"CE","S.da Meruoca","(UFRN;UnB)"
2009,7,8,17,5,,-3.63,-40.51,5,5,2.6,1,"I","-",,"MR",3.2,2.2,0.3,"CE","S.da Meruoca","(UFRN)"
2009,7,11,18,30,22,-24.03,-45.9,0,40,2.4,1,"I","-",,"MR",3.1,1.9,0.3,"SP","PLAT. CONT","(ESAR)"
2009,7,19,19,46,,-3.63,-40.51,5,5,2.2,1,"I","-",,"MR",2.9,1.7,0.3,"CE","S.da Meruoca","(UFRN"
2009,7,24,6,7,13,-11.62,-56.7,5,10,3.1,1,"I","-",,"MR",3.7,2.7,0.3,"MT","Tabapora","(UnB)"
2009,7,31,14,28,57,-3.62,-40.53,5,10,2.5,1,"I","-",,"MR",3.2,2.0,0.3,"CE","Alcantaras","(UnB)"
2009,7,31,20,55,21,-3.62,-40.53,5,10,3.4,1,"I","-",,"MR",3.9,3.1,0.3,"CE","Alcantaras","(UnB)"
2009,8,1,14,53,29,-21.6,-46.89,0,50,2.2,5,"I","-",,"Ind",2.9,2.2,0.6,"SP","SAO JOSE DO RIO PARDO","(UNESP)"
2009,9,3,15,39,12,-23.91,-45.85,0,30,2.4,1,"I","-",,"MR",3.1,1.9,0.3,"SP","PLAT. CONT","(ESAR)"
2009,9,7,0,18,,-23.45,-45.51,0,2,3.3,1,"I","-",,"MR",3.8,2.9,0.3,"SP","Paraibuna","(IPT;UNESP-RC;IAG-ESAR)"
2009,9,7,22,14,17,-3.07,-40.73,5,30,2.6,1,"I","-",,"MR",3.2,2.2,0.3,"CE","Granja-Parazinho","(UnB)"
2009,9,8,7,16,59,-4.62,-38.16,0,5,2.6,1,"I","3",,"MR",3.2,2.2,0.3,"CE","BeberiPalhano","(UFRN;IAG)"
2009,9,9,4,11,46,-1.9,-61.43,0,50,4.2,1,"I","-",,"MR",4.6,3.9,0.3,"RR","Roraima","(UnB)"
2009,9,10,16,59,57,-24.93,-43.85,0,40,3.1,1,"I","-",,"MR",3.7,2.7,0.3,"SP","PLAT. CONT","(ESAR)"
2009,9,23,5,27,37,-15.06,-44.26,5,5,2.8,1,"I","-",,"MR",3.4,2.4,0.3,"MG","Itacarambi","(UnB)"
2009,10,7,10,12,11,-15.06,-44.26,5,5,2.5,1,"I","-",,"MR",3.2,2.0,0.3,"MG","Itacarambi","(UnB)"
2009,10,9,9,40,16,-11.62,-56.7,5,40,2.6,1,"I","-",,"MR",3.2,2.2,0.3,"MT","PortoGauchos","(UnB)~40km Tabapora-MT"
2009,10,23,8,13,51,-24.17,-43.2,0,40,3,1,"I","-",,"MR",3.6,2.6,0.3,"RJ","PLAT. CONT","(ESAR)"
2009,10,27,0,45,27,-3.76,-40.33,5,10,2.6,1,"I","4",,"MR",3.2,2.2,0.3,"CE","Sobral","(UFRN;UnB)"
2009,10,31,17,41,44,-24.06,-46.04,0,40,2.4,1,"I","-",,"MR",3.1,1.9,0.3,"SP","PLAT. CONT","(ESAR)"
2009,11,3,23,17,8,-21.67,-50.17,0,50,2.1,5,"I","-",,"Ind",2.8,2.1,0.6,"SP","ALTO ALEGRE","(IAG;UNESP)"
2009,11,5,18,56,19,-24.18,-45.98,0,40,2.4,1,"I","-",,"MR",3.1,1.9,0.3,"SP","PLAT. CONT","(ESAR)"
2009,11,10,17,40,52,-27.5,-56.7,15,30,3.5,5,"I","3",,"Ind",4.0,3.5,0.6,"AR","Sur de Paraguay","(SJA/INPRES)"
2009,11,23,16,40,51,-24.12,-45.83,0,40,2.4,1,"I","-",,"MR",3.1,1.9,0.3,"SP","PLAT. CONT","(ESAR)"
2009,11,25,9,43,,-8.26,-35.96,0,5,2.1,1,"I","-",,"MR",2.8,1.6,0.3,"PE","Caruaru","(UFRN;UnB)"
2009,11,25,14,22,3,-24.34,-43.32,0,40,2.5,1,"I","-",,"MR",3.2,2.0,0.3,"RJ","PLAT. CONT","(ESAR)"
2009,11,26,22,55,45,0.76,-43,5,20,4,1,"I","-",,"MR",4.4,3.7,0.3,"MA","PlatafContin.","(IAG)"
2009,11,29,22,5,15,-26.16,-57.63,32,30,4.5,5,"I","3",,"Ind",4.9,4.5,0.6,"PY","Lag.Ypoa; Paraguay","(SJA/INPRES)"
2009,12,2,2,39,31,-10.37,-52.71,5,20,3.5,1,"I","-",,"MR",4.0,3.2,0.3,"MT","Sta.Cruz Xingu","(UnB)"
2009,12,19,17,48,28,-24.23,-46.15,0,40,2.7,1,"I","-",,"MR",3.3,2.3,0.3,"SP","PLAT. CONT","(ESAR)"
2009,12,21,8,25,,-3.55,-40.65,0,10,2.9,1,"I","-",,"MR",3.5,2.5,0.3,"CE","Coreauh","(UFRN)"
2009,12,29,18,54,53,-24.27,-46.12,0,40,2.7,1,"I","-",,"MR",3.3,2.3,0.3,"SP","PLAT. CONT","(ESAR)"
2009,12,30,16,41,33,-2.33,-59.76,5,20,3,1,"I","-",,"MR",3.6,2.6,0.3,"AM","PresFigueired","(UnB)"
2010,1,2,3,28,42,-3.55,-40.65,5,10,2.7,1,"I","-",,"MR",3.3,2.3,0.3,"CE","Coreau","(UFRN;UnB)"
2010,1,9,18,18,39,-5.55,-35.66,10,5,3.5,1,"I","-",,"MR",4.0,3.2,0.3,"RN","Taipu","(UFRN;UnB)"
2010,1,11,15,54,30,-5.55,-35.66,10,5,4.3,1,"I","-",,"MR",4.7,4.1,0.3,"RN","Taipu","(UFRN;UnB;ISC-mb4.1)Sent=Natal;Recife;Par"
2010,1,13,2,6,52,-11.62,-56.7,5,10,2.9,1,"I","-",,"MR",3.5,2.5,0.3,"MT","Porto Gauchos","(UnB) ~40km Tabapora-MT"
2010,1,17,22,38,15,-11.62,-56.7,5,10,2.6,1,"I","-",,"MR",3.2,2.2,0.3,"MT","Porto Gauchos","(UnB) ~40km Tabapora-MT"
2010,1,22,7,48,8,-14.4,-47.81,0,10,3.2,1,"I","-",,"MR",3.8,2.8,0.3,"GO","Colinas doSul","(UnB)"
2010,1,25,2,17,17,-16.22,-44.91,0,20,3.3,1,"I","-",,"MR",3.8,2.9,0.3,"MG","IcaraideMinas","(UnB)"
2010,1,28,3,45,29,-19.5,-43.95,0,10,3.6,1,"I","-",,"MR",4.1,3.3,0.3,"MG","BeloHorizonte","(UnB)"
2010,2,15,18,50,38,-24.34,-45.82,0,40,2.4,1,"I","-",,"MR",3.1,1.9,0.3,"SP","PLAT. CONT","(ESAR)"
2010,2,24,1,4,13,-11.62,-56.7,5,10,2.8,1,"I","-",,"MR",3.4,2.4,0.3,"MT","PortoGauchos","(UnB) ~40km de Tabapora-MT"
2010,2,27,9,35,5,-11.62,-56.7,5,40,3.5,1,"I","-",,"MR",4.0,3.2,0.3,"MT","PortoGauchos","(UnB) ~40km Tabapora-MT"
2010,2,28,2,21,,-8.3,-36.15,0,5,2.9,1,"I","-",,"MR",3.5,2.5,0.3,"PE","Sao Caetano","(UFRN)"
2010,3,2,1,46,37,-11.62,-56.7,5,40,2.5,1,"I","-",,"MR",3.2,2.0,0.3,"MT","PortoGauchos","(UnB) ~40km Tabapora-MT"
2010,3,3,21,0,,-5.92,-38.05,5,2,2,1,"I","-",,"MR",2.7,1.5,0.3,"RN","Tabol.Grande","(UFRN)"
2010,3,3,22,49,,-8.46,-36.78,0,5,2,1,"I","-",,"MR",2.7,1.5,0.3,"PE","Alagoinha","(UFRN)"
2010,3,4,19,51,48,-24.31,-45.82,0,40,2.4,1,"I","-",,"MR",3.1,1.9,0.3,"SP","PLAT. CONT","(ESAR)"
2010,3,6,14,34,34,-24.45,-45.72,0,40,2.2,1,"I","-",,"MR",2.9,1.7,0.3,"SP","PLAT. CONT","(ESAR)"
2010,3,8,23,14,,-8.46,-36.78,0,5,3.2,1,"I","-",,"MR",3.8,2.8,0.3,"PE","Alagoinha","(UFRN)"
2010,3,11,2,57,9,-8.3,-36.15,0,5,2.7,1,"I","-",,"MR",3.3,2.3,0.3,"PE","Sao Caetano","(UFRN)"
2010,3,18,20,21,31,-23.43,-45.93,0,30,2,1,"I","-",,"MR",2.7,1.5,0.3,"SP","SALESOPOLIS","(ESAR)"
2010,3,20,19,4,23,-24.01,-46.08,0,40,2.2,1,"I","-",,"MR",2.9,1.7,0.3,"SP","PLAT. CONT","(ESAR)"
2010,3,22,13,57,50,-24.66,-45.27,0,40,2.1,1,"I","-",,"MR",2.8,1.6,0.3,"SP","PLAT. CONT","(ESAR)"
2010,3,25,10,39,0,-5.97,-36.79,0,5,2.9,1,"I","-",,"MR",3.5,2.5,0.3,"RN","Sant.do Matos","(UFRN)"
2010,3,28,16,41,,-5.55,-35.66,0,5,2.3,1,"I","-",,"MR",3.0,1.8,0.3,"RN","Taipu","(UFRN)"
2010,4,7,21,19,,-8.46,-36.78,0,5,2.6,1,"I","-",,"MR",3.2,2.2,0.3,"PE","Alagoinha","(UFRN)"
2010,4,9,7,8,,-27.71,-51.33,0,10,2.1,1,"I","-",,"MR",2.8,1.6,0.3,"RS","Barracao","(IPT)"
2010,4,9,7,8,,-27.71,-51.33,0,10,2.1,1,"I","-",,"MR",2.8,1.6,0.3,"RS","Barracao","(IPT)"
2010,4,9,7,59,,-3.93,-39.87,0,5,2.3,1,"I","-",,"MR",3.0,1.8,0.3,"CE","Iraussuba","(UFRN)"
2010,4,11,23,40,9,-11.62,-56.7,5,40,2.6,1,"I","-",,"MR",3.2,2.2,0.3,"MT","PortoGauchos","(UnB)~40km Tabapora-MT"
2010,4,14,13,26,18,-19.7,-43.96,0,40,2.2,1,"I","-",,"MR",2.9,1.7,0.3,"MG","Sao Jose Lapa","(UnB)"
2010,4,17,7,6,,-8.3,-36.15,0,5,2.3,1,"I","-",,"MR",3.0,1.8,0.3,"PE","Sao Caetano","(UFRN)"
2010,4,18,23,41,0,-8.57,-35.91,0,5,2.8,1,"I","-",,"MR",3.4,2.4,0.3,"PE","Cupira","(UFRN)"
2010,4,19,13,22,,-8.57,-35.91,0,5,2,1,"I","-",,"MR",2.7,1.5,0.3,"PE","Cupira","(UFRN)"
2010,4,19,15,5,24,-27.03,-44.78,0,90,2.9,1,"I","-",,"MR",3.5,2.5,0.3,"SC","PLAT. CONT","(ESAR)"
2010,4,20,21,9,,-8.57,-35.91,0,5,2.2,1,"I","-",,"MR",2.9,1.7,0.3,"PE","Cupira","(UFRN) a conferir dia"
2010,4,24,15,44,39,-25.18,-44.93,0,50,2.4,1,"I","-",,"MR",3.1,1.9,0.3,"SP","PLAT. CONT","(ESAR)"
2010,4,25,23,9,50,-6.82,-72.98,17,30,4.9,0,"I","-",,"mb",5.2,4.7,0.3,"AC","Acre","(USGS)"
2010,4,26,4,33,,-29.16,-51.37,0,20,3.5,1,"I","-",,"MR",4.0,3.2,0.3,"RS","Caxias do Sul","(IPT)"
2010,4,26,10,33,56,-3.45,-44.77,0,10,2.6,1,"I","-",,"MR",3.2,2.2,0.3,"MA","Arari","(UFRN)"
2010,5,5,5,17,12,-21.19,-43.98,0,30,2.9,1,"I","-",,"MR",3.5,2.5,0.3,"MG","Barroso","(UnB)"
2010,5,6,8,9,31,-24.1,-44.76,0,20,2,1,"I","-",,"MR",2.7,1.5,0.3,"SP","PLAT. CONT","(ESAR)"
2010,5,19,0,54,48,-22.97,-44.09,0,10,2.1,1,"I","-",,"MR",2.8,1.6,0.3,"RJ","MANGARATIBA","(ESAR)"
2010,5,25,19,26,34,-21.77,-43.45,0,30,2,1,"I","-",,"MR",2.7,1.5,0.3,"MG","JUIZ DE FORA","(ESAR)"
2010,5,31,2,33,11,-23.48,-45.8,0,30,2.3,1,"I","-",,"MR",3.0,1.8,0.3,"SP","PARAIBUNA","(ESAR)"
2010,6,1,6,58,47,-13.2,-39.5,0,10,3.2,1,"I","-",,"MR",3.8,2.8,0.3,"BA","Mutuipe","(UnB)"
2010,6,3,11,22,37,-19.56,-44.06,0,10,2.9,1,"I","-",,"MR",3.5,2.5,0.3,"MG","Matozinhos","(UnB)"
2010,6,11,9,58,,-8.33,-36.29,0,10,2.7,1,"I","-",,"MR",3.3,2.3,0.3,"PE","Tacaimbo","(UFRN)"
2010,6,14,5,0,,-10.73,-41.32,0,10,2.5,5,"C","4-5",,"Ind",3.2,2.5,0.6,"BA","Umburanas","(UFRN)"
2010,7,1,16,44,19,-22.43,-40.65,0,50,3.8,1,"I","4",,"MR",4.3,3.5,0.3,"RJ","Plataforma;RJ","(IAG) sentido plataformas Pampo+Enchova"
2010,7,19,4,10,,-8.3,-36.15,0,5,2.7,1,"I","-",,"MR",3.3,2.3,0.3,"PE","Sao Caetano","(UFRN)"
2010,8,21,12,57,5,-21.75,-50.01,0,40,3,1,"I","4",,"MR",3.6,2.6,0.3,"SP","Getulina;Macuco","(IAG)"
2010,8,31,19,12,16,-21.82,-43.41,0,30,2,1,"I","-",,"MR",2.7,1.5,0.3,"MG","JUIZ DE FORA","(ESAR)"
2010,9,1,7,11,,-8.3,-36.15,0,5,2,1,"I","-",,"MR",2.7,1.5,0.3,"PE","Sao Caetano","(UFRN)"
2010,9,29,17,34,46,-16.73,-43.86,0,10,2.4,1,"I","-",,"MR",3.1,1.9,0.3,"MG","Montes Claros","(UnB)"
2010,9,29,19,54,43,-16.73,-43.86,0,10,2.8,1,"I","4",,"MR",3.4,2.4,0.3,"MG","Montes Claros","(UnB) Origin Time to be confirmed"
2010,10,4,19,7,1,-13.72,-49.16,5,5,3.6,1,"I","4",,"MR",4.1,3.3,0.3,"GO","Mara Rosa","(IAG;UnB)"
2010,10,8,20,16,54.79,-13.771,-49.16,1.4,3,5,0,"I","6",185,"mb",5.3,4.8,0.3,"GO","Mara Rosa","(UnB: rel.loc. with 2011-Feb-26; ISC mb5."
2010,10,8,20,25,18,-13.77,-49.16,2,3,4.2,0,"I","6",,"mb",4.6,3.9,0.3,"GO","Mara Rosa","(UnB)"
2010,10,14,3,51,31,-24.38,-45.08,0,30,2.3,1,"I","-",,"MR",3.0,1.8,0.3,"SP","PLAT. CONT","(ESAR)"
2010,10,24,19,1,40,-25.46,-47.6,0,80,2.8,1,"I","-",,"MR",3.4,2.4,0.3,"SP","PLAT. CONT","(ESAR)"
2010,10,26,5,34,18,-13.79,-49.99,0,20,3.5,1,"I","-",,"MR",4.0,3.2,0.3,"MT","StaCruzXingu","(UnB)"
2010,10,26,13,15,,-3.63,-40.51,5,5,2.6,1,"I","-",,"MR",3.2,2.2,0.3,"CE","S.da Meruoca","(UFRN)"
2010,10,31,,,,-3.63,-40.51,5,5,3.1,1,"I","-",,"MR",3.7,2.7,0.3,"CE","S.da Meruoca","(UFRN)"
2010,11,5,14,49,59,-24.47,-45.25,0,40,2.1,1,"I","-",,"MR",2.8,1.6,0.3,"SP","PLAT. CONT","(ESAR)"
2010,11,9,14,50,57,-21.48,-43.58,0,40,2.2,1,"I","-",,"MR",2.9,1.7,0.3,"MG","JUIZ DE FORA","(ESAR)"
2010,11,28,10,21,20,-7.47,-50.4,0,20,4.2,1,"I","-",,"MR",4.6,3.9,0.3,"PA","Redencao","(UnB;IAG)"
2010,12,4,11,26,,-5.46,-36.1,5,3,3.1,1,"I","-",,"MR",3.7,2.7,0.3,"RN","Pedra Preta","(UFRN)"
2010,12,4,23,58,,-5.46,-36.1,5,3,3,1,"I","-",,"MR",3.6,2.6,0.3,"RN","Pedra Preta","(UFRN)"
2010,12,5,0,1,,-5.46,-36.1,5,3,3.1,1,"I","-",,"MR",3.7,2.7,0.3,"RN","Pedra Preta","(UFRN)"
2010,12,5,0,25,,-5.46,-36.1,5,3,2,1,"I","-",,"MR",2.7,1.5,0.3,"RN","Pedra Preta","(UFRN)"
2010,12,8,0,12,,-5.46,-36.1,5,3,2.3,1,"I","-",,"MR",3.0,1.8,0.3,"RN","Pedra Preta","(UFRN)"
2010,12,9,21,29,14,-13.4,-46.32,0,30,3.7,1,"I","-",,"MR",4.2,3.4,0.3,"GO","Sao Domingos","(UnB;IAG)"
2010,12,13,3,16,,-5.46,-36.1,5,3,2.1,1,"I","-",,"MR",2.8,1.6,0.3,"RN","Pedra Preta","(UFRN)"
2010,12,14,10,46,,-5.46,-36.1,5,3,2.5,1,"I","-",,"MR",3.2,2.0,0.3,"RN","Pedra Preta","(UFRN)"
2010,12,31,3,1,,-5.46,-36.1,5,3,2.6,1,"I","-",,"MR",3.2,2.2,0.3,"RN","Pedra Preta","(UFRN)"
2011,1,6,19,30,8,-22.96,-44.55,0,5,2,1,"I","-",,"MR",2.7,1.5,0.3,"RJ","NW DA ESAR","(ESAR)"
2011,1,8,11,49,38,-13.52,-48.84,0,30,4.1,1,"I","-",,"MR",4.5,3.8,0.3,"GO","Trombas-Formosa","(UnB;IAG)"
2011,2,3,18,26,44,-22.13,-43.12,0,30,2,1,"I","-",,"MR",2.7,1.5,0.3,"RJ","TRES RIOS","(ESAR)"
2011,2,3,19,43,39,-21.89,-41.42,0,70,2.5,1,"I","-",,"MR",3.2,2.0,0.3,"RJ","CAMPO DOS GOYTACAZES","(ESAR)"
2011,2,14,18,58,,-5.55,-35.66,0,5,2.1,1,"I","-",,"MR",2.8,1.6,0.3,"RN","Taipu","(UFRN)"
2011,2,20,14,6,32,-24.78,-45.03,0,40,2.4,1,"I","-",,"MR",3.1,1.9,0.3,"SP","PLAT. CONT","(ESAR)"
2011,2,26,22,52,12,-13.78,-49.21,0,20,3.4,1,"I","-",,"MR",3.9,3.1,0.3,"GO","Estrela Norte","(UnB)"
2011,2,27,7,41,,-29.14,-51.1,0,20,3.1,1,"I","-",,"MR",3.7,2.7,0.3,"RS","Caxias do Sul","(IPT)"
2011,3,2,19,17,16,-11.45,-48.71,0,20,3.2,1,"I","-",,"MR",3.8,2.8,0.3,"TO","Alianca do Tocantins","(UnB)"
2011,3,4,6,59,45,-13.78,-49.21,0,10,3.6,1,"I","-",,"MR",4.1,3.3,0.3,"GO","Estrela Norte","(UnB mag=3.7; IAG mag=3.5) Check O.T."
2011,3,4,7,2,7,-13.78,-49.21,0,10,2.8,1,"I","-",,"MR",3.4,2.4,0.3,"GO","Estrela Norte","(UnB)"
2011,3,4,7,5,35,-13.78,-49.21,0,10,3.1,1,"I","-",,"MR",3.7,2.7,0.3,"GO","Estrela Norte","(UnB)"
2011,3,5,23,28,45.4,-16.701,-43.883,0,1,3.3,1,"I","-",,"MR",3.8,2.9,0.3,"MG","Montes Claros","(IAG; UnB) Lg relative epic and OT"
2011,3,12,15,48,,-5.55,-35.66,0,5,2.6,1,"I","-",,"MR",3.2,2.2,0.3,"RN","Taipu","(UFRN)"
2011,3,16,20,8,,-8.26,-35.96,0,5,2,1,"I","-",,"MR",2.7,1.5,0.3,"PE","Caruaru","(UFRN)"
2011,4,4,15,20,,-3.5,-40.29,0,10,2.7,1,"I","-",,"MR",3.3,2.3,0.3,"CE","Massapeh","(UFRN)"
2011,4,19,1,19,,-3.63,-40.51,0,5,2.7,1,"I","-",,"MR",3.3,2.3,0.3,"CE","S.da Meruoca","(UFRN)"
2011,4,23,2,58,,-3.5,-40.29,0,10,2.7,1,"I","-",,"MR",3.3,2.3,0.3,"CE","Massapeh","(UFRN)"
2011,4,27,20,38,,-28.21,-51.53,0,20,2.5,0,"I","-",,"mb",3.2,2.0,0.3,"RS","Lagoa Vermelha","(IPT) detonacao?"
2011,4,30,8,16,22,-11.17,-48.7,0,30,3.6,1,"I","-",,"MR",4.1,3.3,0.3,"TO","Brejinho de Nazare","(UnB)"
2011,5,21,19,51,4,-24.09,-46.04,0,40,2.1,1,"I","-",,"MR",2.8,1.6,0.3,"SP","PLAT. CONT","(ESAR)"
2011,6,7,2,17,,-8.24,-35.78,0,10,2.2,1,"I","-",,"MR",2.9,1.7,0.3,"PE","Bezerros","(UFRN)"
2011,6,24,11,58,57,-21.43,-47.1,0,70,2.5,1,"I","-",,"MR",3.2,2.0,0.3,"SP","RIBEIRAO PRETO","(ESAR)"
2011,7,3,5,4,11,-13.77,-49.11,0,10,2.4,1,"I","-",,"MR",3.1,1.9,0.3,"GO","Estrela Norte","(UnB)"
2011,7,8,10,46,,-6.12,-36.81,0,5,2.1,1,"I","-",,"MR",2.8,1.6,0.3,"RN","Florania","(UFRN)"
2011,7,14,3,15,0,-23.38,-45.66,0,5,2.4,1,"I","4",,"MR",3.1,1.9,0.3,"SP","Paraibuna","(IPT;ESAR;IAG)"
2011,7,21,21,57,0,-23.18,-46.1,0,5,2.1,1,"I","4",,"MR",2.8,1.6,0.3,"SP","Igarata","(IPT)"
2011,7,24,21,56,57,-23.19,-46.11,0,30,2,1,"I","-",,"MR",2.7,1.5,0.3,"SP","IGARATA","(ESAR)"
2011,7,27,18,25,50,-22.18,-39.55,0,50,3.2,1,"I","3",,"MR",3.8,2.8,0.3,"RJ","Plataf. Cont.","(IAG;ESAR)"
2011,8,1,6,18,35,-25.05,-52.83,0,30,2.8,1,"I","-",,"MR",3.4,2.4,0.3,"PR","Guaraniacu","(IAG;IPT)"
2011,8,8,13,53,,-3.63,-40.51,5,5,3,1,"I","-",,"MR",3.6,2.6,0.3,"CE","S.da Meruoca","(UFRN)"
2011,8,11,15,16,1,-22.91,-44.17,0,10,2.1,1,"I","-",,"MR",2.8,1.6,0.3,"RJ","A NW da ESAR","(ESAR)"
2011,8,12,10,2,4,-22.92,-44.17,0,10,2.4,1,"I","-",,"MR",3.1,1.9,0.3,"RJ","A NW da ESAR","(ESAR)"
2011,8,12,10,7,28,-22.91,-44.17,0,10,2.3,1,"I","-",,"MR",3.0,1.8,0.3,"RJ","A NW da ESAR","(ESAR)"
2011,8,14,16,50,10,-21.17,-44.95,0,10,3.2,1,"I","-",,"MR",3.8,2.8,0.3,"MG","Ijaci; Funil","(UnB;IAG)"
2011,8,18,21,14,54,-30.44,-49.96,0,50,3.3,1,"I","-",,"MR",3.8,2.9,0.3,"RS","Plataf. Cont.","(IAG;IPT)"
2011,8,24,5,28,12,-15.06,-44.29,0,10,2.3,1,"I","-",,"MR",3.0,1.8,0.3,"MG","Caraibas","(UnB)"
2011,9,9,13,22,7,-16.59,-43.9,0,10,2.6,1,"I","-",,"MR",3.2,2.2,0.3,"MG","Montes Claros","(UnB;IAG)"
2011,9,22,11,57,12,-29.47,-50.08,0,20,2.6,1,"I","-",,"MR",3.2,2.2,0.3,"RS","Maquineh","(IPT;IAG)"
2011,9,28,5,4,37,-29.61,-50.24,0,20,2.2,1,"I","-",,"MR",2.9,1.7,0.3,"RS","Maquineh","(IAG;IPT) serie de evts."
2011,10,1,1,40,4,-25.17,-44.72,0,50,2.2,1,"I","-",,"MR",2.9,1.7,0.3,"SP","PLAT. CONT","(ESAR)"
2011,10,4,14,1,31,-22.87,-44.42,0,5,2,1,"I","-",,"MR",2.7,1.5,0.3,"RJ","A NORTE DA ESAR","(ESAR)"
2011,10,10,13,22,47,-16.59,-43.9,0,10,2.6,1,"I","-",,"MR",3.2,2.2,0.3,"MG","Montes Claros","(UnB)"
2011,10,12,17,31,9,-5.54,-35.75,0,5,2.3,1,"I","-",,"MR",3.0,1.8,0.3,"RN","Joao Camara","(UFRN;IAG)"
2011,10,14,7,17,6,-20.63,-45.76,0,20,2.8,1,"I","-",,"MR",3.4,2.4,0.3,"MG","Sto. Inacio","(IAG;ESAR;UNESP-RC;IPT)"
2011,10,17,23,24,,-23.38,-45.66,0,5,2.6,1,"I","4",,"MR",3.2,2.2,0.3,"SP","Paraibuna","(IPT)"
2011,10,19,11,48,,-5.54,-35.75,0,5,2.1,1,"I","-",,"MR",2.8,1.6,0.3,"RN","Joao Camara","(UFRN)"
2011,10,21,23,12,,-5.54,-35.75,0,5,2.3,1,"I","-",,"MR",3.0,1.8,0.3,"RN","Joao Camara","(UFRN)"
2011,10,22,0,26,,-5.54,-35.75,0,5,2.2,1,"I","-",,"MR",2.9,1.7,0.3,"RN","Joao Camara","(UFRN)"
2011,10,22,0,39,,-5.54,-35.75,0,5,2.1,1,"I","-",,"MR",2.8,1.6,0.3,"RN","Joao Camara","(UFRN)"
2011,10,22,19,29,49,-20.1,-43.94,0,5,3.4,1,"I","4-5",,"MR",3.9,3.1,0.3,"MG","Nova Lima","(IAG;UnB;ESAR;UNESP-RC)"
2011,10,23,10,17,,-5.54,-35.75,0,5,2.6,1,"I","-",,"MR",3.2,2.2,0.3,"RN","Joao Camara","(UFRN)"
2011,10,23,10,29,,-5.54,-35.75,0,5,2.2,1,"I","-",,"MR",2.9,1.7,0.3,"RN","Joao Camara","(UFRN)"
